0,1,2,3,4,5,6,7,8
0.9145833333333333,0.8306944444444444,0.7515277777777778,0.7822222222222223,0.7976388888888888,0.7559722222222223,0.8101388888888889,0.6965277777777777,0.5879166666666666
0.9147222222222223,0.8245833333333333,0.8240277777777777,0.8184722222222222,0.6952777777777778,0.7536111111111111,0.7516666666666667,0.6319444444444444,0.4913888888888889
0.9591666666666667,0.9156944444444445,0.7587499999999999,0.8325,0.6852777777777778,0.7090277777777778,0.6834722222222221,0.7022222222222222,0.48777777777777775
0.9147222222222223,0.7963888888888889,0.7890277777777778,0.8406944444444444,0.6869444444444445,0.6555555555555556,0.6891666666666667,0.7197222222222222,0.5440277777777778
0.9306944444444445,0.8125,0.7888888888888889,0.8165277777777777,0.7604166666666667,0.7545833333333333,0.8020833333333334,0.7351388888888889,0.5783333333333333
0.9402777777777778,0.8379166666666666,0.7359722222222221,0.7906944444444445,0.7279166666666667,0.7558333333333332,0.8541666666666667,0.6354166666666666,0.6824305555555555
0.9381944444444444,0.8566666666666666,0.7984722222222222,0.8022222222222223,0.6781944444444444,0.5945833333333334,0.7527777777777778,0.6597222222222222,0.6055555555555555
0.9145833333333333,0.8530555555555556,0.7419444444444445,0.7895833333333333,0.7044444444444445,0.7440277777777777,0.7976388888888889,0.7781944444444444,0.49694444444444447
0.9109722222222222,0.8354166666666667,0.8118055555555556,0.8640277777777776,0.6258333333333334,0.8143055555555555,0.8218055555555556,0.6006944444444444,0.5234722222222222
0.9156944444444445,0.8511111111111112,0.8020833333333334,0.7623611111111112,0.6933333333333334,0.7508333333333334,0.8293055555555555,0.5005555555555556,0.4197222222222222
